Month,Rank,Title,Artist,Producer
1,1,METEOR,창모 (CHANGMO),CHANGMO
1,2,아무노래,지코 (ZICO),"ZICO, Poptime"
1,3,"아마두 (feat.우원재, 김효은, 넉살, Huckleberry P)","염따 (YUMDDA), 딥플로우 (Deepflow), 팔로알토 (Paloalto), The Quiett (더 콰이엇), 사이먼 도미닉 (Simon Dominic)","NOISEMASTERMINSU, YUMDDA, Deepflow, 김효은, Huckleberry P"
1,4,빌었어,창모 (CHANGMO),CHANGMO
1,6,BAND,"창모 (CHANGMO), Hash Swan (해쉬 스완), ASH ISLAND (애쉬 아일랜드), 김효은 (Keemhyoeun)",CASHBANGER
1,10,달려,"염따 (YUMDDA), 딥플로우 (Deepflow), 팔로알토 (Paloalto), The Quiett (더 콰이엇), 사이먼 도미닉 (Simon Dominic)","Prima Vista, Pat Van Dyke, The Quiett"
1,11,중2병,"염따 (YUMDDA), 딥플로우 (Deepflow), 팔로알토 (Paloalto), The Quiett (더 콰이엇), 사이먼 도미닉 (Simon Dominic)",NOISEMASTERMINSU
1,12,Amanda (Feat. Simon Dominic) (Prod. By UNTITLEDS),염따 (YUMDDA),"UNTITLEDS, YUMDDA"
1,14,Nerdy Love (Feat. 백예린),pH-1 (피에이치원),"Mokyo, Jetti, pH-1, 백예린"
1,18,"천둥벌거숭이 (Feat. Jvcki Wai, 염따)",지코 (ZICO),"ZICO, PEEJAY, Jvcki Wai, YUMDDA"
1,19,텅 (Feat.김하온 (HAON)),빈첸 (VINXEN),"VINXEN, VAN.C"
1,20,"아퍼 (Feat. Kid Milli, Lil tachi, 김승민, NO:EL, C JAMM)",기리보이 (GIRIBOY),"GIRIBOY, CODE KUNST"
1,21,REMEDY (Feat. 청하 (CHUNG HA)),창모 (CHANGMO),"CHANGMO, Way Ched, Paul Blanco"
1,22,아름다워,창모 (CHANGMO),CHANGMO
1,23,호랑이소굴 (Feat. Jvcki Wai),기리보이 (GIRIBOY),"Minit, GIRIBOY, Jvcki Wai"
1,24,Selfmade Orange (Feat. SUPERBEE),창모 (CHANGMO),CHANGMO
1,25,Paranoid,ASH ISLAND (애쉬 아일랜드),"TOIL, ASH ISLAND"
1,26,사람,지코 (ZICO),"ZICO, Poptime"
1,27,"담아 (Feat. 염따, pH-1) (Prod. BOYCOLD)","스윙스 (Swings), 키드밀리 (Kid Milli), 매드클라운 (Mad Clown)","BOYCOLD, YUMDDA"
1,28,가라사대,BewhY (비와이),BewhY
1,30,맵고짜고단거 (Feat. 페노메코),다이나믹 듀오 (Dynamicduo),"APRO, 개코"
1,33,돈 Call Me (Prod.BRLLNT),염따 (YUMDDA),"YUMDDA, BRLLNT"
1,34,비워 (Beer) (Prod. Way Ched),"창모 (CHANGMO), Hash Swan (해쉬 스완), ASH ISLAND (애쉬 아일랜드), 김효은 (Keemhyoeun), 릴러말즈 (Leellamarz), The Quiett (더 콰이엇)",Way Ched
1,35,Good Day (Feat. 팔로알토) (Prod. 코드 쿤스트),"pH-1 (피에이치원), 키드밀리 (Kid Milli), 루피 (Loopy)","CODE KUNST, 팔로알토, pH-1, Kid Milli, 루피"
1,36,띵 (Prod. By 기리보이),"Jvcki Wai (재키 와이), 양홍원 (YANGHONGWON), Osshun Gum (오션검), 한요한 (HANYOHAN)","GIRIBOY, Jvcki Wai"
1,39,시차 (We Are) (Feat. 로꼬 & GRAY),우원재 (Woo Won Jae),GRAY
1,41,마에스트로 (Maestro),창모 (CHANGMO),CHANGMO
1,42,혼자,"다이나믹 듀오 (Dynamicduo), 첸 (CHEN)","개코, Padi, philtre, Dhard"
1,43,을 (Feat. BIG Naughty (서동현)),기리보이 (GIRIBOY),"GIRIBOY, Johnny, BIG Naughty"
1,45,와츠롱 (Feat. YUNHWAY),기리보이 (GIRIBOY),"GIRIBOY, Johnny, YUNHWAY, Chiic"
1,46,flex (Prod. By 기리보이),"기리보이 (GIRIBOY), 키드밀리 (Kid Milli), NO:EL (노엘), 스윙스 (Swings)",GIRIBOY
1,47,Y,프리스타일 (Freestyle),지오
1,48,교통정리 (Feat. 헤이즈),기리보이 (GIRIBOY),"GIRIBOY, Heize, Johnny"
1,49,눈 (Prod. 기리보이),"Lil tachi (릴타치), 호치키스 (김호진)",GIRIBOY
1,51,Forever 84,"염따 (YUMDDA), 딥플로우 (Deepflow), 팔로알토 (Paloalto), The Quiett (더 콰이엇), 사이먼 도미닉 (Simon Dominic)","Unsinkable, YUMDDA, The Quiett"
1,54,제설,기리보이 (GIRIBOY),"글림, GIRIBOY, Cosmic Boy"
1,56,아이야 (Feat. Beenzino),창모 (CHANGMO),CHANGMO
1,57,IndiGO,"저스디스 (JUSTHIS), 키드밀리 (Kid Milli), NO:EL (노엘), 양홍원 (YANGHONGWON)",BRLLNT
1,58,남겨짐에 대해 (Feat. 다운),지코 (ZICO),"ZICO, brightenlight, 다운"
1,59,"아퍼 (Band Ver.) (Feat. 영비, YUNHWAY, Lil tachi, 한요한, JUSTHIS, 스윙스)",기리보이 (GIRIBOY),"GIRIBOY, CODE KUNST, 글림"
1,60,"야망 (Feat. ASH ISLAND, 김효은, Hash Swan, CHANGMO) (Prod. TOIL)",릴러말즈 (Leellamarz),"TOIL, Leellamarz, The Quiett"
1,61,Empty Head,ASH ISLAND (애쉬 아일랜드),"TOIL, ASH ISLAND"
1,62,"헤어지지 못하는 여자, 떠나가지 못하는 남자 (Feat. 정인)",리쌍 (LEESSANG),"길, PEEJAY"
1,64,붕붕 (Feat. 식케이) (Prod. GroovyRoom),김하온 (HAON),"GroovyRoom, Sik-K"
1,65,술이 달다 (Feat. Crush),에픽하이 (EPIK HIGH),"TABLO, TUKUTZ, PHILTRE"
1,66,더 위로,창모 (CHANGMO),CHANGMO
1,67,아낙네,MINO (송민호),"MINO, FUTURE BOUNCE, TEXU"
1,68,Downtown Baby,블루 (BLOO),ROCK IT PRODUCTIONS
1,71,"And July (Feat. DEAN, DJ Friz)",헤이즈 (Heize),"Deanfluenza, Hyuk Shin, JBird, esta, Delly Boi, DK"
1,72,어땠을까 (Feat. 박정현),싸이 (PSY),"PSY, 유건형"
1,73,낙서 (Feat. 백예린) (Prod. by WOOGIE),펀치넬로 (punchnello),"WOOGIE, iHwak, sogumm"
1,75,수취인 불명,프리스타일 (Freestyle),지오
1,76,그라타타,"블랙넛 (Black Nut), 한요한 (HANYOHAN), 스윙스 (Swings)",Seoul Metro Boomin
1,79,세레나데,창모 (CHANGMO),CHANGMO
1,81,"거지 (Feat. YUNHWAY, Jhnovr, JUSTHIS)",기리보이 (GIRIBOY),"sAewoo, GIRIBOY, Jhnovr"
1,82,시간이 들겠지 (Feat. Colde),로꼬 (Loco),"APRO, 로꼬, Colde"
1,83,이혼서류,기리보이 (GIRIBOY),"GIRIBOY, Minit"
1,86,Trip (Feat. Hannah),릴러말즈 (Leellamarz),"Leellamarz, TOIL, Kooky"
1,87,나쁜맛,"Lil tachi (릴타치), 양홍원 (YANGHONGWON), YUNHWAY (윤훼이), 저스디스 (JUSTHIS)",sAewoo
1,88,죽일 놈 (Guilty),다이나믹 듀오 (Dynamicduo),"최자, 프라이머리, 개코"
1,90,널 너무 모르고,헤이즈 (Heize),"Heize, GroovyRoom"
1,91,문제 (Feat. 쿠기 (Coogie)),BIG Naughty (서동현),"GIRIBOY, Minit, BIG Naughty, 쿠기"
1,92,zoom,염따 (YUMDDA),YUMDDA
1,93,자니 (Feat. Dynamic Duo),프라이머리 (Primary),"프라이머리, 개코"
1,95,"방에 혼자 있을 때 (Feat. CHANGMO, ASH ISLAND)",릴러말즈 (Leellamarz),"TOIL, TheQuiett"
1,96,Boys And Girls (Feat. Babylon),지코 (ZICO),"ZICO, Poptime"
1,97,바다 (Feat. 기리보이) (Prod. 기리보이),"Woodie Gochild (우디 고차일드), 최엘비 (CHOILB), BIG Naughty (서동현), 양홍원 (YANGHONGWON), Chillin Homie (칠린호미)","GIRIBOY, Woodie Gochild, BIG Naughty, 영비"
1,98,"위업 (Feat. Okasian, UNEDUCATED KID)",창모 (CHANGMO),CHANGMO
1,99,IMJMWDP (Prod. By 기리보이),"기리보이 (GIRIBOY), NO:EL (노엘), 블랙넛 (Black Nut), 양홍원 (YANGHONGWON), Osshun Gum (오션검), YUNHWAY (윤훼이), 저스디스 (JUSTHIS), Jvcki Wai (재키 와이), 키드밀리 (Kid Milli), 한요한 (HANYOHAN), 스윙스 (Swings)",GIRIBOY
1,100,우산 (Feat. 윤하),에픽하이 (EPIK HIGH),TABLO
2,1,아무노래,지코 (ZICO),"ZICO, Poptime"
2,2,METEOR,창모 (CHANGMO),CHANGMO
2,4,"아마두 (feat.우원재, 김효은, 넉살, Huckleberry P)","염따 (YUMDDA), 딥플로우 (Deepflow), 팔로알토 (Paloalto), The Quiett (더 콰이엇), 사이먼 도미닉 (Simon Dominic)","NOISEMASTERMINSU, YUMDDA, Deepflow, 김효은, Huckleberry P"
2,5,빌었어,창모 (CHANGMO),CHANGMO
2,7,BAND,"창모 (CHANGMO), Hash Swan (해쉬 스완), ASH ISLAND (애쉬 아일랜드), 김효은 (Keemhyoeun)",CASHBANGER
2,16,달려,"염따 (YUMDDA), 딥플로우 (Deepflow), 팔로알토 (Paloalto), The Quiett (더 콰이엇), 사이먼 도미닉 (Simon Dominic)","Prima Vista, Pat Van Dyke, The Quiett"
2,17,Nerdy Love (Feat. 백예린),pH-1 (피에이치원),"Mokyo, Jetti, pH-1, 백예린"
2,23,Amanda (Feat. Simon Dominic) (Prod. By UNTITLEDS),염따 (YUMDDA),"UNTITLEDS, YUMDDA"
2,27,중2병,"염따 (YUMDDA), 딥플로우 (Deepflow), 팔로알토 (Paloalto), The Quiett (더 콰이엇), 사이먼 도미닉 (Simon Dominic)",NOISEMASTERMINSU
2,30,"천둥벌거숭이 (Feat. Jvcki Wai, 염따)",지코 (ZICO),"ZICO, PEEJAY, Jvcki Wai, YUMDDA"
2,32,반복,한요한 (HANYOHAN),"한요한, Minit"
2,33,혼자,"다이나믹 듀오 (Dynamicduo), 첸 (CHEN)","개코, Padi, philtre, Dhard"
2,34,아름다워,창모 (CHANGMO),CHANGMO
2,35,"아퍼 (Feat. Kid Milli, Lil tachi, 김승민, NO:EL, C JAMM)",기리보이 (GIRIBOY),"GIRIBOY, CODE KUNST"
2,36,Paranoid,ASH ISLAND (애쉬 아일랜드),"TOIL, ASH ISLAND"
2,37,Selfmade Orange (Feat. SUPERBEE),창모 (CHANGMO),CHANGMO
2,38,호랑이소굴 (Feat. Jvcki Wai),기리보이 (GIRIBOY),"Minit, GIRIBOY, Jvcki Wai"
2,39,Y,프리스타일 (Freestyle),지오
2,42,Good Day (Feat. 팔로알토) (Prod. 코드 쿤스트),"pH-1 (피에이치원), 키드밀리 (Kid Milli), 루피 (Loopy)","CODE KUNST, 팔로알토, pH-1, Kid Milli, 루피"
2,43,시차 (We Are) (Feat. 로꼬 & GRAY),우원재 (Woo Won Jae),GRAY
2,44,가라사대,BewhY (비와이),BewhY
2,45,"담아 (Feat. 염따, pH-1) (Prod. BOYCOLD)","스윙스 (Swings), 키드밀리 (Kid Milli), 매드클라운 (Mad Clown)","BOYCOLD, YUMDDA"
2,47,사람,지코 (ZICO),"ZICO, Poptime"
2,48,비워 (Beer) (Prod. Way Ched),"창모 (CHANGMO), Hash Swan (해쉬 스완), ASH ISLAND (애쉬 아일랜드), 김효은 (Keemhyoeun), 릴러말즈 (Leellamarz), The Quiett (더 콰이엇)",Way Ched
2,49,띵 (Prod. By 기리보이),"Jvcki Wai (재키 와이), 양홍원 (YANGHONGWON), Osshun Gum (오션검), 한요한 (HANYOHAN)","GIRIBOY, Jvcki Wai"
2,50,REMEDY (Feat. 청하 (CHUNG HA)),창모 (CHANGMO),"CHANGMO, Way Ched, Paul Blanco"
2,53,돈 Call Me (Prod.BRLLNT),염따 (YUMDDA),"YUMDDA, BRLLNT"
2,54,마에스트로 (Maestro),창모 (CHANGMO),CHANGMO
2,56,flex (Prod. By 기리보이),"기리보이 (GIRIBOY), 키드밀리 (Kid Milli), NO:EL (노엘), 스윙스 (Swings)",GIRIBOY
2,57,맵고짜고단거 (Feat. 페노메코),다이나믹 듀오 (Dynamicduo),"APRO, 개코"
2,59,"헤어지지 못하는 여자, 떠나가지 못하는 남자 (Feat. 정인)",리쌍 (LEESSANG),"길, PEEJAY"
2,61,교통정리 (Feat. 헤이즈),기리보이 (GIRIBOY),"GIRIBOY, Heize, Johnny"
2,63,눈 (Prod. 기리보이),"Lil tachi (릴타치), 호치키스 (김호진)",GIRIBOY
2,64,수취인 불명,프리스타일 (Freestyle),지오
2,65,을 (Feat. BIG Naughty (서동현)),기리보이 (GIRIBOY),"GIRIBOY, Johnny, BIG Naughty"
2,66,붕붕 (Feat. 식케이) (Prod. GroovyRoom),김하온 (HAON),"GroovyRoom, Sik-K"
2,67,텅 (Feat.김하온 (HAON)),빈첸 (VINXEN),"VINXEN, VAN.C"
2,68,아이야 (Feat. Beenzino),창모 (CHANGMO),CHANGMO
2,69,IndiGO,"저스디스 (JUSTHIS), 키드밀리 (Kid Milli), NO:EL (노엘), 양홍원 (YANGHONGWON)",BRLLNT
2,72,Downtown Baby,블루 (BLOO),ROCK IT PRODUCTIONS
2,73,"And July (Feat. DEAN, DJ Friz)",헤이즈 (Heize),"Deanfluenza, Hyuk Shin, JBird, esta, Delly Boi, DK"
2,74,"야망 (Feat. ASH ISLAND, 김효은, Hash Swan, CHANGMO) (Prod. TOIL)",릴러말즈 (Leellamarz),"TOIL, Leellamarz, The Quiett"
2,75,와츠롱 (Feat. YUNHWAY),기리보이 (GIRIBOY),"GIRIBOY, Johnny, YUNHWAY, Chiic"
2,76,술이 달다 (Feat. Crush),에픽하이 (EPIK HIGH),"TABLO, TUKUTZ, PHILTRE"
2,77,어땠을까 (Feat. 박정현),싸이 (PSY),"PSY, 유건형"
2,78,Empty Head,ASH ISLAND (애쉬 아일랜드),"TOIL, ASH ISLAND"
2,80,아낙네,MINO (송민호),"MINO, FUTURE BOUNCE, TEXU"
2,82,"아퍼 (Band Ver.) (Feat. 영비, YUNHWAY, Lil tachi, 한요한, JUSTHIS, 스윙스)",기리보이 (GIRIBOY),"GIRIBOY, CODE KUNST, 글림"
2,84,시간이 들겠지 (Feat. Colde),로꼬 (Loco),"APRO, 로꼬, Colde"
2,85,PAY DAY (Prod. GRAY),"창모 (CHANGMO), ASH ISLAND (애쉬 아일랜드), 정기고 (JUNGGIGO)","GRAY, BEATBOXDG, JUNGGIGO"
2,87,죽일 놈 (Guilty),다이나믹 듀오 (Dynamicduo),"최자, 프라이머리, 개코"
2,89,Teenage in Closet (Feat. JAMIE),Hash Swan (해쉬 스완),"TOIL, Kooky"
2,91,자니 (Feat. Dynamic Duo),프라이머리 (Primary),"프라이머리, 개코"
2,92,우연히 봄,"로꼬 (Loco), 유주 (YUJU)","똘아이박, 피터팬, 미친기집애"
2,93,Trip (Feat. Hannah),릴러말즈 (Leellamarz),"Leellamarz, TOIL, Kooky"
2,94,낙서 (Feat. 백예린) (Prod. by WOOGIE),펀치넬로 (punchnello),"WOOGIE, iHwak, sogumm"
2,95,Boys And Girls (Feat. Babylon),지코 (ZICO),"ZICO, Poptime"
2,96,Ballerino,리쌍 (LEESSANG),길
2,97,널 너무 모르고,헤이즈 (Heize),"Heize, GroovyRoom"
2,100,우산 (Feat. 윤하),에픽하이 (EPIK HIGH),TABLO
3,1,아무노래,지코 (ZICO),"ZICO, Poptime"
3,3,METEOR,창모 (CHANGMO),CHANGMO
3,8,"아마두 (feat.우원재, 김효은, 넉살, Huckleberry P)","염따 (YUMDDA), 딥플로우 (Deepflow), 팔로알토 (Paloalto), The Quiett (더 콰이엇), 사이먼 도미닉 (Simon Dominic)","NOISEMASTERMINSU, YUMDDA, Deepflow, 김효은, Huckleberry P"
3,10,빌었어,창모 (CHANGMO),CHANGMO
3,21,BAND,"창모 (CHANGMO), Hash Swan (해쉬 스완), ASH ISLAND (애쉬 아일랜드), 김효은 (Keemhyoeun)",CASHBANGER
3,24,PAY DAY (Prod. GRAY),"창모 (CHANGMO), ASH ISLAND (애쉬 아일랜드), 정기고 (JUNGGIGO)","GRAY, BEATBOXDG, JUNGGIGO"
3,27,우연히 봄,"로꼬 (Loco), 유주 (YUJU)","똘아이박, 피터팬, 미친기집애"
3,28,Nerdy Love (Feat. 백예린),pH-1 (피에이치원),"Mokyo, Jetti, pH-1, 백예린"
3,31,Paranoid,ASH ISLAND (애쉬 아일랜드),"TOIL, ASH ISLAND"
3,32,아름다워,창모 (CHANGMO),CHANGMO
3,34,Selfmade Orange (Feat. SUPERBEE),창모 (CHANGMO),CHANGMO
3,36,"아퍼 (Feat. Kid Milli, Lil tachi, 김승민, NO:EL, C JAMM)",기리보이 (GIRIBOY),"GIRIBOY, CODE KUNST"
3,37,달려,"염따 (YUMDDA), 딥플로우 (Deepflow), 팔로알토 (Paloalto), The Quiett (더 콰이엇), 사이먼 도미닉 (Simon Dominic)","Prima Vista, Pat Van Dyke, The Quiett"
3,39,"천둥벌거숭이 (Feat. Jvcki Wai, 염따)",지코 (ZICO),"ZICO, PEEJAY, Jvcki Wai, YUMDDA"
3,40,Amanda (Feat. Simon Dominic) (Prod. By UNTITLEDS),염따 (YUMDDA),"UNTITLEDS, YUMDDA"
3,42,새로이 (prod. Viann),BewhY (비와이),"Viann, BewhY"
3,43,시차 (We Are) (Feat. 로꼬 & GRAY),우원재 (Woo Won Jae),GRAY
3,46,Good Day (Feat. 팔로알토) (Prod. 코드 쿤스트),"pH-1 (피에이치원), 키드밀리 (Kid Milli), 루피 (Loopy)","CODE KUNST, 팔로알토, pH-1, Kid Milli, 루피"
3,48,호랑이소굴 (Feat. Jvcki Wai),기리보이 (GIRIBOY),"Minit, GIRIBOY, Jvcki Wai"
3,50,띵 (Prod. By 기리보이),"Jvcki Wai (재키 와이), 양홍원 (YANGHONGWON), Osshun Gum (오션검), 한요한 (HANYOHAN)","GIRIBOY, Jvcki Wai"
3,51,Y,프리스타일 (Freestyle),지오
3,52,사람,지코 (ZICO),"ZICO, Poptime"
3,53,가라사대,BewhY (비와이),BewhY
3,55,비워 (Beer) (Prod. Way Ched),"창모 (CHANGMO), Hash Swan (해쉬 스완), ASH ISLAND (애쉬 아일랜드), 김효은 (Keemhyoeun), 릴러말즈 (Leellamarz), The Quiett (더 콰이엇)",Way Ched
3,56,중2병,"염따 (YUMDDA), 딥플로우 (Deepflow), 팔로알토 (Paloalto), The Quiett (더 콰이엇), 사이먼 도미닉 (Simon Dominic)",NOISEMASTERMINSU
3,58,"담아 (Feat. 염따, pH-1) (Prod. BOYCOLD)","스윙스 (Swings), 키드밀리 (Kid Milli), 매드클라운 (Mad Clown)","BOYCOLD, YUMDDA"
3,59,반복,한요한 (HANYOHAN),"한요한, Minit"
3,60,"헤어지지 못하는 여자, 떠나가지 못하는 남자 (Feat. 정인)",리쌍 (LEESSANG),"길, PEEJAY"
3,61,새로고침 (Feat. 강민경 of 다비치),박경 (PARK KYUNG),"박경 , Score, Megatone"
3,63,"Selfmade Orange 2 (feat. Changmo, Paul Blanco)",수퍼비 (SUPERBEE),"Make 4 Play, Wavy Burnz"
3,64,flex (Prod. By 기리보이),"기리보이 (GIRIBOY), 키드밀리 (Kid Milli), NO:EL (노엘), 스윙스 (Swings)",GIRIBOY
3,65,마에스트로 (Maestro),창모 (CHANGMO),CHANGMO
3,67,교통정리 (Feat. 헤이즈),기리보이 (GIRIBOY),"GIRIBOY, Heize, Johnny"
3,68,어땠을까 (Feat. 박정현),싸이 (PSY),"PSY, 유건형"
3,69,돈 Call Me (Prod.BRLLNT),염따 (YUMDDA),"YUMDDA, BRLLNT"
3,70,Downtown Baby,블루 (BLOO),ROCK IT PRODUCTIONS
3,71,붕붕 (Feat. 식케이) (Prod. GroovyRoom),김하온 (HAON),"GroovyRoom, Sik-K"
3,72,"And July (Feat. DEAN, DJ Friz)",헤이즈 (Heize),"Deanfluenza, Hyuk Shin, JBird, esta, Delly Boi, DK"
3,74,IndiGO,"저스디스 (JUSTHIS), 키드밀리 (Kid Milli), NO:EL (노엘), 양홍원 (YANGHONGWON)",BRLLNT
3,76,REMEDY (Feat. 청하 (CHUNG HA)),창모 (CHANGMO),"CHANGMO, Way Ched, Paul Blanco"
3,77,아이야 (Feat. Beenzino),창모 (CHANGMO),CHANGMO
3,78,눈 (Prod. 기리보이),"Lil tachi (릴타치), 호치키스 (김호진)",GIRIBOY
3,80,"야망 (Feat. ASH ISLAND, 김효은, Hash Swan, CHANGMO) (Prod. TOIL)",릴러말즈 (Leellamarz),"TOIL, Leellamarz, The Quiett"
3,82,맵고짜고단거 (Feat. 페노메코),다이나믹 듀오 (Dynamicduo),"APRO, 개코"
3,83,Martini Blue,DPR LIVE (디피알 라이브),"DPR LIVE, DPR CREAM"
3,84,아낙네,MINO (송민호),"MINO, FUTURE BOUNCE, TEXU"
3,85,을 (Feat. BIG Naughty (서동현)),기리보이 (GIRIBOY),"GIRIBOY, Johnny, BIG Naughty"
3,86,"JOKE! (Feat. C JAMM, 사이먼 도미닉)",코드 쿤스트 (CODE KUNST),"CODE KUNST, C JAMM"
3,87,술이 달다 (Feat. Crush),에픽하이 (EPIK HIGH),"TABLO, TUKUTZ, PHILTRE"
3,88,Jasmine,DPR LIVE (디피알 라이브),"DPR LIVE, CODE KUNST"
3,89,수취인 불명,프리스타일 (Freestyle),지오
3,90,LEGACY,DPR LIVE (디피알 라이브),"DPR CREAM, DPR LIVE"
3,91,죽일 놈 (Guilty),다이나믹 듀오 (Dynamicduo),"최자, 프라이머리, 개코"
3,93,Empty Head,ASH ISLAND (애쉬 아일랜드),"TOIL, ASH ISLAND"
3,94,시간이 들겠지 (Feat. Colde),로꼬 (Loco),"APRO, 로꼬, Colde"
3,95,혼자,"다이나믹 듀오 (Dynamicduo), 첸 (CHEN)","개코, Padi, philtre, Dhard"
3,96,자니 (Feat. Dynamic Duo),프라이머리 (Primary),"프라이머리, 개코"
3,97,왔다,머쉬베놈 (MUSHVENOM),"TOIL, MUSHVENOM"
3,98,악몽,ASH ISLAND (애쉬 아일랜드),TOIL
3,99,NEON,DPR LIVE (디피알 라이브),"DPR CREAM, DPR LIVE"
4,1,아무노래,지코 (ZICO),"ZICO, Poptime"
4,3,METEOR,창모 (CHANGMO),CHANGMO
4,12,"아마두 (feat.우원재, 김효은, 넉살, Huckleberry P)","염따 (YUMDDA), 딥플로우 (Deepflow), 팔로알토 (Paloalto), The Quiett (더 콰이엇), 사이먼 도미닉 (Simon Dominic)","NOISEMASTERMINSU, YUMDDA, Deepflow, 김효은, Huckleberry P"
4,17,빌었어,창모 (CHANGMO),CHANGMO
4,24,BAND,"창모 (CHANGMO), Hash Swan (해쉬 스완), ASH ISLAND (애쉬 아일랜드), 김효은 (Keemhyoeun)",CASHBANGER
4,25,우연히 봄,"로꼬 (Loco), 유주 (YUJU)","똘아이박, 피터팬, 미친기집애"
4,27,"꽃 (flower) (Feat. 박재범, 우원재, 기리보이)",코드 쿤스트 (CODE KUNST),"CODE KUNST, Jay Park, Pick!"
4,29,400km (Feat. Kid Milli),한요한 (HANYOHAN),"Minit, 한요한"
4,30,아름다워,창모 (CHANGMO),CHANGMO
4,31,Paranoid,ASH ISLAND (애쉬 아일랜드),"TOIL, ASH ISLAND"
4,33,Selfmade Orange (Feat. SUPERBEE),창모 (CHANGMO),CHANGMO
4,34,Nerdy Love (Feat. 백예린),pH-1 (피에이치원),"Mokyo, Jetti, pH-1, 백예린"
4,35,시차 (We Are) (Feat. 로꼬 & GRAY),우원재 (Woo Won Jae),GRAY
4,36,"아퍼 (Feat. Kid Milli, Lil tachi, 김승민, NO:EL, C JAMM)",기리보이 (GIRIBOY),"GIRIBOY, CODE KUNST"
4,38,Good Day (Feat. 팔로알토) (Prod. 코드 쿤스트),"pH-1 (피에이치원), 키드밀리 (Kid Milli), 루피 (Loopy)","CODE KUNST, 팔로알토, pH-1, Kid Milli, 루피"
4,42,"천둥벌거숭이 (Feat. Jvcki Wai, 염따)",지코 (ZICO),"ZICO, PEEJAY, Jvcki Wai, YUMDDA"
4,43,PAY DAY (Prod. GRAY),"창모 (CHANGMO), ASH ISLAND (애쉬 아일랜드), 정기고 (JUNGGIGO)","GRAY, BEATBOXDG, JUNGGIGO"
4,45,O (Feat. 이하이),코드 쿤스트 (CODE KUNST),"CODE KUNST, 이하이, DeVita"
4,47,띵 (Prod. By 기리보이),"Jvcki Wai (재키 와이), 양홍원 (YANGHONGWON), Osshun Gum (오션검), 한요한 (HANYOHAN)","GIRIBOY, Jvcki Wai"
4,49,호랑이소굴 (Feat. Jvcki Wai),기리보이 (GIRIBOY),"Minit, GIRIBOY, Jvcki Wai"
4,50,"헤어지지 못하는 여자, 떠나가지 못하는 남자 (Feat. 정인)",리쌍 (LEESSANG),"길, PEEJAY"
4,51,어땠을까 (Feat. 박정현),싸이 (PSY),"PSY, 유건형"
4,52,사람,지코 (ZICO),"ZICO, Poptime"
4,54,Amanda (Feat. Simon Dominic) (Prod. By UNTITLEDS),염따 (YUMDDA),"UNTITLEDS, YUMDDA"
4,56,flex (Prod. By 기리보이),"기리보이 (GIRIBOY), 키드밀리 (Kid Milli), NO:EL (노엘), 스윙스 (Swings)",GIRIBOY
4,57,가라사대,BewhY (비와이),BewhY
4,58,비워 (Beer) (Prod. Way Ched),"창모 (CHANGMO), Hash Swan (해쉬 스완), ASH ISLAND (애쉬 아일랜드), 김효은 (Keemhyoeun), 릴러말즈 (Leellamarz), The Quiett (더 콰이엇)",Way Ched
4,59,달려,"염따 (YUMDDA), 딥플로우 (Deepflow), 팔로알토 (Paloalto), The Quiett (더 콰이엇), 사이먼 도미닉 (Simon Dominic)","Prima Vista, Pat Van Dyke, The Quiett"
4,61,펭수로 하겠습니다,"펭수 (Pengsoo), 타이거JK (Tiger JK), 비지 (Bizzy), 비비 (BIBI)","Tiger JK, Zoey Cho"
4,62,Y,프리스타일 (Freestyle),지오
4,63,마에스트로 (Maestro),창모 (CHANGMO),CHANGMO
4,64,"담아 (Feat. 염따, pH-1) (Prod. BOYCOLD)","스윙스 (Swings), 키드밀리 (Kid Milli), 매드클라운 (Mad Clown)","BOYCOLD, YUMDDA"
4,65,"And July (Feat. DEAN, DJ Friz)",헤이즈 (Heize),"Deanfluenza, Hyuk Shin, JBird, esta, Delly Boi, DK"
